is_testdata,Material Composition,EnergyAboveHull (meV/atom),Coeficient of Thermal Expansion (10^-6 K-1)_AB_avg,Asite_HHIp_min,host_Bsite0_IsFCC,Asite_HHIp_weighted_avg, BP (K)_AB_avg,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_max,host_Bsite0_Group,Asite_Ionic Radius (angstroms)_range,Bsite_IsFCC_weighted_avg,MendeleevNumber_AB_avg,Asite_HHIr_min,Bsite_NUnfilled_weighted_avg,BCCenergy_pa_AB_avg,Bsite_Electro-  negativity_max,Asite_electrical conductivity_max,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,host_Bsite0_NUnfilled,Bsite_NUnfilled_min,Asite_GSenergy_pa_max,host_Bsite0_NdUnfilled,Heat of Vaporization_AB_avg,Asite_ BP (K)_weighted_avg,Bsite_Group_max,Second Ionization Potential  (V)_AB_avg,At. Radius   (angstroms)_AB_avg,Asite_shannon_radii_range,Asite_BCCenergydiff_min,Asite_HHIr_weighted_avg,Bsite_Group_weighted_avg,Asite_ BP (K)_max,host_Bsite0_At. Radius   (angstroms),num_of_atoms_host_Asite0,Bsite_IsBCC_weighted_avg,HHIp_AB_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NdValence_weighted_avg,BCCfermi_AB_ratio,Asite_NUnfilled_max,Bsite_Heat of Vaporization_weighted_avg,Asite_BCCenergy_pa_max,Asite_BCCvolume_pa_range,MendeleevNumber_AB_ratio,num_of_atoms_host_Bsite0,host_Bsite0_NdValence,Bsite_BCCvolume_pa_max,Bsite_IsFCC_max,Asite_IsRareEarth_max,BCCenergydiff_AB_diff,Asite_heat of fusion_min,GSenergy_pa_AB_avg,Bsite_BCCfermi_weighted_avg,Atomic Radius (Å)_AB_avg,Bsite_Most stable oxidation State_range,Asite_Ionic Radius (angstroms)_min,Asite_MendeleevNumber_min,BCCfermi_AB_avg,num_of_atoms_host_Asite0,Electron Affinity (kJ/mol)_AB_avg,heat of fusion_AB_diff,Bsite_thermal conductivity_max,Bsite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Asite_electrical conductivity_weighted_avg,First Ionization Potential (V)_AB_avg,Asite_ICSDVolume_range,Electro-  negativity_AB_diff,Bsite_NdValence_max,host_Bsite0_BCCenergy_pa,num_of_atoms_host_Bsite0,Asite_NUnfilled_weighted_avg,Asite_thermal conductivity_max
0,Ba8Fe7Rh1O24,56.15299875,15.975,300,0,300,2609.6875,20.6,8,0,0.125,32.25,230,3.875,-5.018534532,2.28,2.8,20.6,4,3,-1.92352226,4,253.968125,2078,9,13.21075,2.246875,0,0,230,8.125,2078,1.72,8,0.875,275,3.75,6.25,0.24361891,0,367.73625,-1.92352226,0,0.162162162,7,6,13.94,1,0,-0.021478851,8.01,-5.040013383,6.566159796,1.737,0,1.42,9,4.082900243,8,-8,-3.3925,150,11.35,2.8,6.515375,0,-0.498125,8,-8.28548436,7,0,18.4
0,Ba8Fe7Ru1O24,36.36319225,15.8625,300,0,300,2638.125,20.6,8,0,0,32.0625,230,4,-5.122343811,2.2,2.8,20.6,4,4,-1.92352226,4,258.491875,2078,8,13.12825,2.250625,0,0,230,8,2078,1.72,8,0.875,275,3.875,6.125,0.237332182,0,376.78375,-1.92352226,0,0.163265306,7,6,13.91,0,0,-0.038981324,8.01,-5.161325136,6.740091785,1.73575,0,1.42,9,4.169866238,8,-8.625,-3.6275,117,11.125,2.8,6.50975,0,-0.493125,7,-8.28548436,7,0,18.4
0,Ba8Fe7Tc1O24,0,15.9625,300,0,300,2645.1875,20.6,8,0,0,31.875,230,4.125,-5.217395624,1.9,2.8,20.6,4,4,-1.92352226,4,254.38125,2078,8,13.0345,2.254375,0,0,230,7.875,2078,1.72,8,0.875,255,4.125,5.875,0.236089325,0,368.5625,-1.92352226,0,0.164383562,7,6,14.44,0,0,-0.016461863,8.01,-5.233857487,6.775573984,1.7378125,4,1.42,9,4.187607337,8,-11.125,-3.47,80.2,11.325,2.8,6.504125,0,-0.474375,6,-8.28548436,7,0,18.4
1,Ba8Fe8O24,77.29127769,16.2,300,0,300,2550.5,20.6,8,0,0,32,230,4,-5.10450331,1.83,2.8,20.6,4,4,-1.92352226,4,244.85,2078,8,13.092,2.24,0,0,230,8,2078,1.72,8,1,270,4,6,0.247948899,0,349.5,-1.92352226,0,0.163636364,8,6,10.73,0,0,0,8.01,-5.10450331,6.45149343,1.7305,0,1.42,9,4.02556706,8,-14,-2.895,80.2,11.8,2.8,6.541,0,-0.47,6,-8.28548436,8,0,18.4
0,Ba8Ga1Fe7O24,102.0364363,16.69375,300,0,300,2516.4375,20.6,8,0,0,33.1875,230,4.125,-4.77280996,1.83,2.8,20.6,4,4,-1.92352226,4,239.01,2078,13,13.362625,2.245625,0,0,230,8.625,2078,1.72,8,0.875,289.375,3.5,6.5,0.260579201,0,337.82,-1.92352226,0,0.156862745,7,6,17.94,0,0,-0.002116534,8.01,-4.774926494,6.138788843,1.7410625,0,1.42,9,3.869214766,8,-13.6875,-2.381875,80.2,12.7875,2.8,6.4240625,0,-0.46875,10,-8.28548436,7,0,18.4
0,Ba8Ga2Fe6O24,128.3643449,17.1875,300,0,300,2482.375,20.6,8,0,0,34.375,230,4.25,-4.44111661,1.83,2.8,20.6,4,4,-1.92352226,4,233.17,2078,13,13.63325,2.25125,0,0,230,9.25,2078,1.72,8,0.75,308.75,3,7,0.27456532,0,326.14,-1.92352226,0,0.150627615,6,6,17.94,0,0,-0.004233068,8.01,-4.445349678,5.826084255,1.751625,0,1.42,9,3.712862473,8,-13.375,-1.86875,80.2,13.775,2.8,6.307125,0,-0.4675,10,-8.28548436,6,0,18.4
0,Ba8Ga4Fe4O24,182.7409121,18.175,300,0,300,2414.25,20.6,13,0,0,36.75,230,4.5,-3.77772991,1.83,2.8,20.6,5,4,-1.92352226,0,221.49,2078,13,14.1745,2.2625,0,0,230,10.5,2078,1.81,8,0.5,347.5,2,8,0.307583278,0,302.78,-1.92352226,0,0.139534884,4,10,17.94,0,0,-0.008466136,8.01,-3.786196046,5.20067508,1.77275,0,1.42,9,3.400157885,8,-12.75,-0.8425,80.2,15.75,2.8,6.07325,0,-0.465,10,-2.97839076,4,0,18.4
1,Ba8Ga6Fe2O24,238.3342292,19.1625,300,0,300,2346.125,20.6,13,0,0,39.125,230,4.75,-3.11434321,1.83,2.8,20.6,5,4,-1.92352226,0,209.81,2078,13,14.71575,2.27375,0,0,230,11.75,2078,1.81,8,0.25,386.25,1,9,0.349627917,0,279.42,-1.92352226,0,0.129963899,6,10,17.94,0,0,-0.012699203,8.01,-3.127042413,4.575265905,1.793875,0,1.42,9,3.087453298,8,-12.125,0.18375,80.2,17.725,2.8,5.839375,0,-0.4625,10,-2.97839076,6,0,18.4
0,Ba8Ga8O24,278.3077818,20.15,300,0,300,2278,20.6,13,0,0,41.5,230,5,-2.45095651,1.81,2.8,20.6,5,5,-1.92352226,0,198.13,2078,13,15.257,2.285,0,0,230,13,2078,1.81,8,0,425,0,10,0.404987016,0,256.06,-1.92352226,0,0.121621622,8,10,17.94,0,0,-0.016932271,8.01,-2.467888781,3.94985673,1.815,0,1.42,9,2.77474871,8,-11.5,1.21,40.6,19.7,2.8,5.6055,0,-0.46,10,-2.97839076,8,0,18.4
0,Ba8Hf1Fe7O24,73.49782973,15.83125,300,0,300,2666.25,20.6,8,0,0,31.375,230,4.5,-5.197576123,1.83,2.8,20.6,4,4,-1.92352226,4,264.323125,2078,8,13.0135625,2.2675,0,0,230,7.5,2078,1.72,8,0.875,276.25,4.5,5.5,0.256490762,0,388.44625,-1.92352226,0,0.16744186,7,6,21.87,0,0,-0.011228123,8.01,-5.208804246,6.236640573,1.7506875,1,1.42,9,3.918140631,8,-15.5,-3.3925,80.2,11.0625,2.8,6.46475,0,-0.436875,6,-8.28548436,7,0,18.4
0,Ba8Hf1Zr6Fe1O24,0,13.54375,300,0,300,3288.375,20.6,4,0,0,27.25,230,7.5,-5.265747564,1.83,2.8,20.6,8,4,-1.92352226,8,354.698125,2078,8,11.8698125,2.4325,0,0,230,4.5,2078,2.16,8,0.125,313.75,7.5,2.5,0.350102914,0,569.19625,-1.92352226,0,0.197802198,6,2,22.75,0,0,-0.040734505,8.01,-5.306482069,4.569058488,1.8853125,1,1.42,9,3.084349589,8,-5.75,-6.0925,80.2,6.4875,2.8,5.891,0,-0.249375,6,-8.46727487,6,0,18.4
0,Ba8Hf2Fe6O24,71.44563177,15.4625,300,0,300,2782,20.6,8,0,0,30.75,230,5,-5.290648935,1.83,2.8,20.6,4,4,-1.92352226,4,283.79625,2078,8,12.935125,2.295,0,0,230,7,2078,1.72,8,0.75,282.5,5,5,0.265642159,0,427.3925,-1.92352226,0,0.171428571,6,6,21.87,0,0,-0.022456247,8.01,-5.313105182,6.021787715,1.770875,1,1.42,9,3.810714203,8,-17,-3.89,80.2,10.325,2.8,6.3885,0,-0.40375,6,-8.28548436,6,0,18.4
1,Ba8Hf2Zr5Fe1O24,0,13.55625,300,0,300,3300.4375,20.6,4,0,0,27.3125,230,7.5,-5.347458469,1.83,2.8,20.6,8,4,-1.92352226,8,359.10875,2078,8,11.982,2.4325,0,0,230,4.5,2078,2.16,8,0.125,313.75,7.5,2.5,0.345335434,0,578.0175,-1.92352226,0,0.197260274,5,2,22.75,0,0,-0.047044898,8.01,-5.394503368,4.632135978,1.8830625,1,1.42,9,3.115888334,8,-8.875,-6.14,80.2,6.5125,2.8,5.910375,0,-0.2475,6,-8.46727487,5,0,18.4
0,Ba8Hf4Co4O24,131.3501524,15.025,300,0,300,3043.5,20.6,4,0,0,30.25,230,5.5,-5.150445113,1.88,2.8,20.6,8,3,-1.92352226,8,328.6925,2078,9,12.99825,2.3375,0,0,230,6.5,2078,2.16,8,0,235.775,5.5,4.5,0.294238598,0,517.185,-1.92352226,0,0.174757282,4,2,21.87,0,0,-0.069988138,8.01,-5.22043325,5.436542655,1.81425,2,1.42,9,3.518091673,8,-8.5,-5.4825,100,9.45,2.8,6.2335,0,-0.35,7,-9.77464936,4,0,18.4
0,Ba8Hf4Fe4O24,63.04573585,14.725,300,0,300,3013.5,20.6,4,0,0,29.5,230,6,-5.47679456,1.83,2.8,20.6,8,4,-1.92352226,8,322.7425,2078,8,12.77825,2.35,0,0,230,6,2078,2.16,8,0.5,295,6,4,0.286054584,0,505.285,-1.92352226,0,0.18,4,2,21.87,0,0,-0.044912494,8.01,-5.521707054,5.592082,1.81125,1,1.42,9,3.595861345,8,-20,-4.885,80.2,8.85,2.8,6.236,0,-0.3375,6,-9.77464936,4,0,18.4
0,Ba8Hf4Ni4O24,177.4418037,15.125,300,0,300,3009,20.6,4,0,0.5,31,230,5,-4.76520823,1.91,2.8,20.6,8,2,-1.92352226,8,329.7425,2078,10,13.27525,2.325,0,0,230,7,2078,2.16,8,0,260,5,5,0.325511868,0,519.285,-1.92352226,0,0.169811321,4,2,21.87,1,0,-0.071708876,8.01,-4.836917106,4.91423154,1.8125,2,1.42,9,3.256936115,8,1.75,-5.735,90.7,9.65,2.8,6.17725,0,-0.3575,8,-9.77464936,4,0,18.4
1,Ba8Hf4Zr3Fe1O24,1.167639961,13.58125,300,0,300,3324.5625,20.6,4,0,0,27.4375,230,7.5,-5.510880281,1.83,2.8,20.6,8,4,-1.92352226,8,367.93,2078,8,12.206375,2.4325,0,0,230,4.5,2078,2.16,8,0.125,313.75,7.5,2.5,0.336179671,0,595.66,-1.92352226,0,0.196185286,4,2,22.75,0,0,-0.059665685,8.01,-5.570545965,4.758290958,1.8785625,1,1.42,9,3.178965824,8,-15.125,-6.235,80.2,6.5625,2.8,5.949125,0,-0.24375,6,-9.77464936,4,0,18.4
0,Ba8Hf6Co2O24,70.2166732,14.1375,300,0,300,3260,20.6,4,0,0,28.625,230,6.75,-5.499765461,1.88,2.8,20.6,8,3,-1.92352226,8,364.66375,2078,9,12.731375,2.39875,0,0,230,5.25,2078,2.16,8,0,277.8875,6.75,3.25,0.314604612,0,589.1275,-1.92352226,0,0.186528497,6,2,21.87,0,0,-0.079906563,8.01,-5.579672024,5.084606613,1.853125,2,1.42,9,3.342123651,8,-17.25,-6.17875,100,7.675,2.8,6.08225,0,-0.2775,7,-9.77464936,6,0,18.4
0,Ba8Hf6Fe2O24,38.74908992,13.9875,300,0,300,3245,20.6,4,0,0,28.25,230,7,-5.662940185,1.83,2.8,20.6,8,4,-1.92352226,8,361.68875,2078,8,12.621375,2.405,0,0,230,5,2078,2.16,8,0.25,307.5,7,3,0.309865186,0,583.1775,-1.92352226,0,0.189473684,6,2,21.87,0,0,-0.067368741,8.01,-5.730308926,5.162376285,1.851625,1,1.42,9,3.381008488,8,-23,-5.88,80.2,7.375,2.8,6.0835,0,-0.27125,6,-9.77464936,6,0,18.4
0,Ba8Hf6Ni2O24,96.85869836,14.1875,300,0,300,3242.75,20.6,4,0,0.25,29,230,6.5,-5.30714702,1.91,2.8,20.6,8,2,-1.92352226,8,365.18875,2078,10,12.869875,2.3925,0,0,230,5.5,2078,2.16,8,0,290,6.5,3.5,0.331638213,0,590.1775,-1.92352226,0,0.183673469,6,2,21.87,1,0,-0.080766932,8.01,-5.387913952,4.823451055,1.85225,2,1.42,9,3.211545873,8,-12.125,-6.305,90.7,7.775,2.8,6.054125,0,-0.28125,8,-9.77464936,6,0,18.4
1,Ba8Hf7Co1O24,45.7531836,13.69375,300,0,300,3368.25,20.6,4,0,0,27.8125,230,7.375,-5.674425636,1.88,2.8,20.6,8,3,-1.92352226,8,382.649375,2078,9,12.5979375,2.429375,0,0,230,4.625,2078,2.16,8,0,298.94375,7.375,2.625,0.32588276,0,625.09875,-1.92352226,0,0.193029491,7,2,21.87,0,0,-0.084865775,8.01,-5.759291411,4.908638591,1.8725625,2,1.42,9,3.254139641,8,-21.625,-6.526875,100,6.7875,2.8,6.006625,0,-0.24125,7,-9.77464936,7,0,18.4
0,Ba8Hf7Fe1O24,23.50114196,13.61875,300,0,300,3360.75,20.6,4,0,0,27.625,230,7.5,-5.756012998,1.83,2.8,20.6,8,4,-1.92352226,8,381.161875,2078,8,12.5429375,2.4325,0,0,230,4.5,2078,2.16,8,0.125,313.75,7.5,2.5,0.323321499,0,622.12375,-1.92352226,0,0.194594595,7,2,21.87,0,0,-0.078596864,8.01,-5.834609862,4.947523428,1.8718125,1,1.42,9,3.273582059,8,-24.5,-6.3775,80.2,6.6375,2.8,6.00725,0,-0.238125,6,-9.77464936,7,0,18.4
1,Ba8Hf7Ni1O24,51.86444618,13.71875,300,0,300,3359.625,20.6,4,0,0.125,28,230,7.25,-5.578116415,1.91,2.8,20.6,8,2,-1.92352226,8,382.911875,2078,10,12.6671875,2.42625,0,0,230,4.75,2078,2.16,8,0,305,7.25,2.75,0.334788684,0,625.62375,-1.92352226,0,0.191489362,7,2,21.87,1,0,-0.08529596,8.01,-5.663412375,4.778060813,1.872125,2,1.42,9,3.188850751,8,-19.0625,-6.59,90.7,6.8375,2.8,5.9925625,0,-0.243125,8,-9.77464936,7,0,18.4
0,Ba8Hf8O24,8.216444,13.25,300,0,300,3476.5,20.6,4,0,0,27,230,8,-5.84908581,1.3,2.8,20.6,8,8,-1.92352226,8,400.635,2078,4,12.4645,2.46,0,0,230,4,2078,2.16,8,0,320,8,2,0.337999585,0,661.07,-1.92352226,0,0.2,8,2,21.87,0,0,-0.089824988,8.01,-5.938910798,4.73267057,1.892,0,1.42,9,3.16615563,8,-26,-6.875,23,5.9,2.8,5.931,0,-0.205,2,-9.77464936,8,0,18.4
0,Ba8Ir8O24,163.2978649,13.5,300,1,300,3389,20.6,9,0,1,34.5,230,3,-5.075338915,2.2,2.8,20.6,3,3,-1.92352226,3,351.89,2078,9,5.002,2.315,0,0,230,9,2078,1.87,8,0,152.75,3,7,0.165938094,0,563.58,-1.92352226,0,0.15,8,7,14.63,1,0,-0.31067794,8.01,-5.386016855,9.63998473,1.7885,0,1.42,9,5.61981271,8,49,-9.175,147,6.4,2.8,7.156,0,-0.655,7,-8.22715557,8,0,18.4
1,Ba8Mn1Co7O24,129.6015322,17.34375,300,0,300,2553.75,20.6,9,0,0,33.125,230,3.25,-4.569949677,1.88,2.8,20.6,3,3,-1.92352226,3,247.1525,2078,9,13.44325,2.2225,0,0,230,8.75,2078,1.67,8,0.125,161.35625,3.25,6.75,0.253118488,0,354.105,-1.92352226,0,0.15720524,7,7,10.51,0,0,-0.053267032,8.01,-4.623216709,6.319730733,1.7356875,2,1.42,9,3.959685711,8,4.625,-3.993125,100,14.0875,2.8,6.5094375,0,-0.474375,7,-6.98008657,7,0,18.4
0,Ba8Mn1Fe7O24,83.56862417,16.81875,300,0,300,2501.25,20.6,8,0,0,31.8125,230,4.125,-5.14106121,1.83,2.8,20.6,4,4,-1.92352226,4,236.74,2078,8,13.05825,2.244375,0,0,230,7.875,2078,1.72,8,1,265,4.125,5.875,0.242666716,0,333.28,-1.92352226,0,0.164759725,7,6,10.73,0,0,-0.009384656,8.01,-5.150445866,6.591924586,1.7304375,1,1.42,9,4.095782638,8,-15.5,-2.9475,80.2,13.0375,2.8,6.5138125,0,-0.4525,6,-8.28548436,7,0,18.4
1,Ba8Mn1Ni7O24,265.2705921,17.51875,300,1,300,2493.375,20.6,10,0,0.875,34.4375,230,2.375,-3.895785133,1.91,2.8,20.6,2,2,-1.92352226,2,248.99,2078,10,13.928,2.200625,0,0,230,9.625,2078,1.62,8,0.125,203.75,2.375,7.625,0.295918151,0,357.78,-1.92352226,0,0.150313152,7,8,10.51,1,0,-0.056278325,8.01,-3.952063458,5.405686281,1.732625,2,1.42,9,3.502663486,8,22.5625,-4.435,90.7,14.4375,2.8,6.411,0,-0.4875,8,-5.43913904,7,0,18.4
0,Ba8Mn2Co6O24,142.3339536,17.8875,300,0,300,2497,20.6,9,0,0,32.75,230,3.5,-4.688094939,1.88,2.8,20.6,3,3,-1.92352226,3,237.555,2078,9,13.3545,2.23,0,0,230,8.5,2078,1.67,8,0.25,171.1625,3.5,6.5,0.246134665,0,334.91,-1.92352226,0,0.159292035,6,7,10.51,0,0,-0.056382777,8.01,-4.744477716,6.499046725,1.734875,2,1.42,9,4.049343708,8,0.25,-3.89625,100,15.175,2.8,6.482875,0,-0.45375,7,-6.98008657,6,0,18.4
0,Ba8Mn2Fe6O24,90.60897065,17.4375,300,0,300,2452,20.6,8,0,0,31.625,230,4.25,-5.17761911,1.83,2.8,20.6,4,4,-1.92352226,4,228.63,2078,8,13.0245,2.24875,0,0,230,7.75,2078,1.72,8,1,260,4.25,5.75,0.237604897,0,317.06,-1.92352226,0,0.165898618,6,6,10.73,0,0,-0.018769311,8.01,-5.196388421,6.732355743,1.730375,1,1.42,9,4.165998216,8,-17,-3,80.2,14.275,2.8,6.486625,0,-0.435,6,-8.28548436,6,0,18.4
1,Ba8Mn2Zr1Fe5O24,0,17.05625,300,0,300,2555.6875,20.6,8,0,0,30.9375,230,4.75,-5.188981017,1.83,2.8,20.6,4,4,-1.92352226,4,243.6925,2078,8,12.833875,2.27625,0,0,230,7.25,2078,1.72,8,0.875,266.25,4.75,5.25,0.247836266,0,347.185,-1.92352226,0,0.170212766,5,6,22.75,0,0,-0.023687042,8.01,-5.212668058,6.454425395,1.7528125,1,1.42,9,4.027033043,8,-15.375,-3.45,80.2,13.5125,2.8,6.391,0,-0.40375,6,-8.28548436,5,0,18.4
0,Ba8Mn4Co4O24,155.6630465,18.975,300,0,300,2383.5,20.6,7,0,0,32,230,4,-4.924385463,1.88,2.8,20.6,5,3,-1.92352226,5,218.36,2078,9,13.177,2.245,0,0,230,8,2078,1.79,8,0.5,190.775,4,6,0.233262706,0,296.52,-1.92352226,0,0.163636364,4,5,10.51,0,0,-0.062614266,8.01,-4.986999729,6.85767871,1.73325,2,1.42,9,4.2286597,8,-8.5,-3.7025,100,17.35,2.8,6.42975,0,-0.4125,7,-8.87041076,4,0,18.4
0,Ba8Mn4Fe4O24,100.8156636,18.675,300,0,300,2353.5,20.6,7,0,0,31.25,230,4.5,-5.25073491,1.83,2.8,20.6,5,4,-1.92352226,5,212.41,2078,8,12.957,2.2575,0,0,230,7.5,2078,1.79,8,1,250,4.5,5.5,0.228089399,0,284.62,-1.92352226,0,0.168224299,4,5,10.73,0,0,-0.037538623,8.01,-5.288273533,7.013218055,1.73025,1,1.42,9,4.306429373,8,-20,-3.105,80.2,16.75,2.8,6.43225,0,-0.4,6,-8.87041076,4,0,18.4
0,Ba8Mn4Ni4O24,215.60485,19.075,300,0,300,2349,20.6,7,0,0.5,32.75,230,3.5,-4.53914858,1.91,2.8,20.6,5,2,-1.92352226,5,219.41,2078,10,13.454,2.2325,0,0,230,8.5,2078,1.79,8,0.5,215,3.5,6.5,0.252493745,0,298.62,-1.92352226,0,0.159292035,4,5,10.51,1,0,-0.064335005,8.01,-4.603483585,6.335367595,1.7315,2,1.42,9,3.967504143,8,1.75,-3.955,90.7,17.55,2.8,6.3735,0,-0.42,8,-8.87041076,4,0,18.4
1,Ba8Mn6Co2O24,179.4128893,20.0625,300,0,300,2270,20.6,7,0,0,31.25,230,4.5,-5.160675986,1.88,2.8,20.6,5,3,-1.92352226,5,199.165,2078,9,12.9995,2.26,0,0,230,7.5,2078,1.79,8,0.75,210.3875,4.5,5.5,0.221670152,0,258.13,-1.92352226,0,0.168224299,6,5,10.51,0,0,-0.068845756,8.01,-5.229521742,7.216310695,1.731625,2,1.42,9,4.407975693,8,-17.25,-3.50875,100,19.525,2.8,6.376625,0,-0.37125,7,-8.87041076,6,0,18.4
1,Ba8Mn6Ni2O24,185.1978553,20.1125,300,0,300,2252.75,20.6,7,0,0.25,31.625,230,4.25,-4.968057545,1.91,2.8,20.6,5,2,-1.92352226,5,199.69,2078,10,13.138,2.25375,0,0,230,7.75,2078,1.79,8,0.75,222.5,4.25,5.75,0.229993531,0,259.18,-1.92352226,0,0.165898618,6,5,10.51,1,0,-0.069706125,8.01,-5.03776367,6.955155138,1.73075,2,1.42,9,4.277397914,8,-12.125,-3.635,90.7,19.625,2.8,6.3485,0,-0.375,8,-8.87041076,6,0,18.4
0,Ba8Mn7Co1O24,168.5178267,20.60625,300,0,300,2213.25,20.6,7,0,0,30.875,230,4.75,-5.278821248,1.88,2.8,20.6,5,3,-1.92352226,5,189.5675,2078,9,12.91075,2.2675,0,0,230,7.25,2078,1.79,8,0.875,220.19375,4.75,5.25,0.216295489,0,238.935,-1.92352226,0,0.170616114,7,5,10.51,0,0,-0.0719615,8.01,-5.350782749,7.395626688,1.7308125,2,1.42,9,4.497633689,8,-21.625,-3.411875,100,20.6125,2.8,6.3500625,0,-0.350625,7,-8.87041076,7,0,18.4
0,Ba8Mn7Fe1O24,157.2429815,20.53125,300,0,300,2205.75,20.6,7,0,0,30.6875,230,4.875,-5.36040861,1.83,2.8,20.6,5,4,-1.92352226,5,188.08,2078,8,12.85575,2.270625,0,0,230,7.125,2078,1.79,8,1,235,4.875,5.125,0.215164195,0,235.96,-1.92352226,0,0.171837709,7,5,10.73,0,0,-0.06569259,8.01,-5.4261012,7.434511524,1.7300625,1,1.42,9,4.517076107,8,-24.5,-3.2625,80.2,20.4625,2.8,6.3506875,0,-0.3475,6,-8.87041076,7,0,18.4
1,Ba8Mn7Ni1O24,182.0754208,20.63125,300,0,300,2204.625,20.6,7,0,0.125,31.0625,230,4.625,-5.182512028,1.91,2.8,20.6,5,2,-1.92352226,5,189.83,2078,10,12.98,2.264375,0,0,230,7.375,2078,1.79,8,0.875,226.25,4.625,5.375,0.220183059,0,239.46,-1.92352226,0,0.169411765,7,5,10.51,1,0,-0.072391685,8.01,-5.254903713,7.265048909,1.730375,2,1.42,9,4.432344799,8,-19.0625,-3.475,90.7,20.6625,2.8,6.336,0,-0.3525,8,-8.87041076,7,0,18.4
0,Ba8Mn8O24,159.4035459,21.15,300,0,300,2156.5,20.6,7,0,0,30.5,230,5,-5.39696651,1.55,2.8,20.6,5,5,-1.92352226,5,179.97,2078,7,12.822,2.275,0,0,230,7,2078,1.79,8,1,230,5,5,0.211175286,0,219.74,-1.92352226,0,0.173076923,8,5,10.51,0,0,-0.075077245,8.01,-5.472043755,7.57494268,1.73,0,1.42,9,4.587291685,8,-26,-3.315,7.82,21.7,2.8,6.3235,0,-0.33,5,-8.87041076,8,0,18.4
0,Ba8Nb1Fe7O24,69.43614177,15.91875,300,0,300,2675,20.6,8,0,0,31.5,230,4.375,-5.217493133,1.83,2.8,20.6,4,4,-1.92352226,4,266.1375,2078,8,12.97575,2.2625,0,0,230,7.625,2078,1.72,8,1,308.125,4.25,5.75,0.255624125,0,392.075,-1.92352226,0,0.166666667,7,6,18.18,0,0,0,8.01,-5.217493133,6.25778451,1.74225,2,1.42,9,3.9287126,8,-9.5,-3.71375,80.2,11.2375,2.8,6.479125,0,-0.455625,6,-8.28548436,7,0,18.4
1,Ba8Nb2Fe6O24,57.32200585,15.6375,300,0,300,2799.5,20.6,8,0,0,31,230,4.75,-5.330482956,1.83,2.8,20.6,4,4,-1.92352226,4,287.425,2078,8,12.8595,2.285,0,0,230,7.25,2078,1.72,8,1,346.25,4.5,5.5,0.263789702,0,434.65,-1.92352226,0,0.169811321,6,6,18.18,0,0,0,8.01,-5.330482956,6.06407559,1.754,2,1.42,9,3.83185814,8,-5,-4.5325,80.2,10.675,2.8,6.41725,0,-0.44125,6,-8.28548436,6,0,18.4
0,Ba8Nb4Co4O24,37.9332462,15.375,300,0,300,3078.5,20.6,5,0,0,30.75,230,5,-5.230113155,1.88,2.8,20.6,7,3,-1.92352226,6,335.95,2078,9,12.847,2.3175,0,0,230,7,2078,2.08,8,0.5,363.275,4.5,5.5,0.289731278,0,531.7,-1.92352226,0,0.171428571,4,4,18.18,0,0,-0.025075644,8.01,-5.255188799,5.521118405,1.7805,3,1.42,9,3.560379548,8,15.5,-6.7675,100,10.15,2.8,6.291,0,-0.425,7,-10.09332153,4,0,18.4
0,Ba8Nb4Fe4O24,24.184234,15.075,300,0,300,3048.5,20.6,5,0,0,30,230,5.5,-5.556462603,1.83,2.8,20.6,7,4,-1.92352226,6,330,2078,8,12.627,2.33,0,0,230,6.5,2078,2.08,8,1,422.5,5,5,0.281792696,0,519.8,-1.92352226,0,0.176470588,4,4,18.18,0,0,0,8.01,-5.556462603,5.67665775,1.7775,2,1.42,9,3.63814922,8,4,-6.17,80.2,9.55,2.8,6.2935,0,-0.4125,6,-10.09332153,4,0,18.4
0,Ba8Nb4Ni4O24,70.35410236,15.475,300,0,300,3044,20.6,5,0,0.5,31.5,230,4.5,-4.844876273,1.91,2.8,20.6,7,2,-1.92352226,6,337,2078,10,13.124,2.305,0,0,230,7.5,2078,2.08,8,0.5,387.5,4,6,0.320004473,0,533.8,-1.92352226,0,0.166666667,4,4,18.18,1,0,-0.026796383,8.01,-4.871672655,4.99880729,1.77875,3,1.42,9,3.29922399,8,25.75,-7.02,90.7,10.35,2.8,6.23475,0,-0.4325,8,-10.09332153,4,0,18.4
0,Ba8Nb6Fe2O24,24.89260867,14.5125,300,0,300,3297.5,20.6,5,0,0,29,230,6.25,-5.782442249,1.83,2.8,20.6,7,4,-1.92352226,6,372.575,2078,8,12.3945,2.375,0,0,230,5.75,2078,2.08,8,1,498.75,5.5,4.5,0.302432999,0,604.95,-1.92352226,0,0.183673469,6,4,18.18,0,0,0,8.01,-5.782442249,5.28923991,1.801,2,1.42,9,3.4444403,8,13,-7.8075,80.2,8.425,2.8,6.16975,0,-0.38375,6,-10.09332153,6,0,18.4
